"y","x1","x2","x3"
2.66476418951223,7.23295314571195,3.35382635235477,3.87912679335718
1.77489090718941,6.65436259407917,3.36180256382434,3.29256003025483
2.19663594258536,6.14025940108248,2.45532313187648,3.684936269206
3.66815670650576,7.8422421234486,4.51179885331183,3.33044327013677
3.0065521732811,7.7003488522221,4.21469898694896,3.48564986527314
2.4747103173616,5.72326222004348,3.1270974026032,2.59616481744029
3.51270164029126,5.66870610887979,3.54253485772968,2.12617125115011
1.93073747266418,7.01318839990992,4.09337505799832,2.9198133419116
3.79964610736454,4.91364262367082,1.39430165476593,3.51934096890489
3.76370438099203,7.68001384907692,3.70467141520998,3.97534243386693
3.40179205388483,7.36820180240692,2.7128024200757,4.65539938233122
3.21702590412408,7.74182869928291,3.86428980479702,3.87753889448589
3.07619394178567,7.07418184215039,3.49140978587645,3.58277205627393
1.61702253401417,6.52410566604482,3.69697255493629,2.82713311110854
4.40885052482174,8.16699718855774,3.64132823645308,4.52566895210467
3.63350464842777,7.99410955413565,3.85525154334295,4.1388580107927
2.09997934926275,5.98432126745755,2.22434377889093,3.75997748856662
3.04817746009596,7.24705904565067,3.03097791698327,4.21608112866741
2.35084603821713,7.06143729321448,4.1959807739339,2.86545651928058
2.05788230121082,6.8969731317984,3.23286446078217,3.66410867101623
2.9984173439978,6.86063950138124,3.33691936738492,3.52372013399632
2.12773505601993,6.82027013918623,3.64659731250526,3.17367282668097
2.51514963164244,6.28211974311707,3.20098906366354,3.08113067945353
2.56181900690544,7.35394659310652,3.71475818850043,3.6391884046061
3.85847754300473,5.19430592728352,2.23152532724104,2.96278060004248
4.30482817222805,3.94213048649789,3.41590499642157,0.526225490076326
1.86266552296253,7.12630872141268,4.14205724390301,2.98425147750967
1.69917551544499,7.17431959371876,3.81885221704238,3.35546737667637
1.88778413427822,6.18773978949711,3.02408676906226,3.16365302043485
3.09585285380348,6.41804436226381,2.13129822954808,4.28674613271573
4.16881069286082,5.43208311079716,1.4360645581612,3.99601855263597
3.13740122670433,5.56910242708936,2.73318156554907,2.83592086154029
3.12524442043952,7.43777269847411,4.61133562208234,2.82643707639177
3.39413465490058,5.67310486209869,2.9300638435427,2.74304101855599
4.35128753207907,8.13584810758697,5.19114980375312,2.94469830383386
3.32299237296532,5.92486132305918,2.90938629480994,3.01547502824923
3.13443261925739,7.38980003659475,3.57192875756647,3.81787127902828
2.89744074092914,5.98090200130528,2.87320506183952,3.10769693946576
3.36765640572148,6.02631543273657,2.17371341044749,3.85260202228908
2.05185804799942,6.07760836553482,3.96202122673057,2.11558713880425
2.8131583369521,6.62097341858219,3.30480397203223,3.31616944654995
3.93242223809485,5.61863844906,3.35832924155886,2.26030920750115
4.55813607866677,4.92998271831459,1.53052216941521,3.39946054889937
4.18078042940085,4.72855586938212,1.59502881316028,3.13352705622184
2.36241885205374,6.43708447290554,3.42985912133701,3.00722535156853
3.64370711640824,7.82815832486257,4.07873954981733,3.74941877504524
1.94877324498296,7.01351770955842,4.39491870905405,2.61859900050437
2.3648238733628,6.98727956554259,3.74248182895398,3.24479773658861
3.52660790919271,5.83626183307829,1.86685333415289,3.96940849892541
2.5565091490322,7.58722323253606,3.78690935789414,3.80031387464192
2.67722085103244,7.47047101406746,3.2221041007276,4.24836691333986
2.6254127984387,6.73275975523044,2.98519937999491,3.74756037523552
3.38978644675084,7.92703983547497,3.62087444547642,4.30616538999855
2.81479378452268,7.22269028506743,3.87380667438831,3.34888361067913
3.09486220014235,6.18830748315833,1.76907172177495,4.41923576138338
3.47954499272179,7.39791387231916,3.27502285904846,4.12289101327069
2.27907970770617,5.88532127258453,1.77685563503041,4.10846563755412
2.42278626550992,5.90308298994292,1.72377698127656,4.17930600866636
1.93034911510937,7.29043802056701,3.53657867791715,3.75385934264986
3.01048407290574,5.51198903453982,3.0387154528755,2.47327358166432
3.30285500385195,6.18459047000666,2.46675416456243,3.71783630544422
2.27398624843284,6.37690393231816,4.03980431700253,2.33709961531563
2.7107783989469,5.51430375766601,2.36355407306495,3.15074968460107
2.06668378631321,6.39126515528241,3.43587816897426,2.95538698630816
2.83925820847338,6.20584286768907,3.37370751346523,2.83213535422385
2.29383504377672,7.46061134782069,3.43549383527919,4.0251175125415
3.23874941476473,5.92913868790845,3.15908334011456,2.77005534779389
4.44752676656701,4.94879512799391,1.61153737760583,3.33725775038809
3.60501226635519,7.74267139300614,3.46999054513688,4.27268084786926
2.52751405837021,7.43730650503935,3.8516808864068,3.58562561863255
1.95716585554406,6.71489032033293,2.98547333844497,3.72941698188797
3.32902705547389,6.33962887116161,3.70829523703859,2.63133363412302
3.03927163987499,6.09493046165125,3.15882999618068,2.93610046547057
7.88625107265389,8.57761714250481,4.74810200044282,3.82951514206199
